title,creator,publicationName,coverDate,doi,citedby_count,coverYear
A Preliminary Experimental Protocol for Enhanced Tomato Callus Formation and Growth via Several Medicinal Plant Extracts,Sohrabi O.,International Journal of Horticultural Science and Technology,2025-01-01,10.22059/ijhst.2024.363254.677,0,2025
Recombinant multiepitope proteins expressed in Escherichia coli cells and their potential for immunodiagnosis,Gonçalves A.A.M.,Microbial Cell Factories,2024-12-01,10.1186/s12934-024-02418-w,0,2024
Malaria in under-five children: prevalence and multi-factor analysis of high-risk African countries,Mbishi J.V.,BMC Public Health,2024-12-01,10.1186/s12889-024-19206-1,0,2024
Strength together: examining risk and protective factors associated with dementia and cognitive impairment in Aboriginal and Torres Strait Islander peoples through harmonisation of landmark studies,Nguyen H.X.T.,BMC Neurology,2024-12-01,10.1186/s12883-024-03688-y,0,2024
Acute anterior cruciate ligament rupture: can repair become an alternative to reconstruction: a meta-analysis of randomized controlled trials and cohort studies,Opoku M.,Journal of Orthopaedic Surgery and Research,2024-12-01,10.1186/s13018-024-04812-x,0,2024
Assessment of polycyclic aromatic hydrocarbon (PAH) profiles in heat-processed meat and fish: a study on health risk evaluation,Iwu G.I.,Discover Food,2024-12-01,10.1007/s44187-024-00116-5,0,2024
Regulation of macrophage polarization by targeted metabolic reprogramming for the treatment of lupus nephritis,Zhao L.,Molecular Medicine,2024-12-01,10.1186/s10020-024-00866-z,0,2024
Homotherapy for heteropathy: therapeutic effect of Butein in NLRP3-driven diseases,Liao W.,Cell Communication and Signaling,2024-12-01,10.1186/s12964-024-01695-7,0,2024
Familial risk for depression is associated with reduced physical activity in young adults: evidence from a wrist-worn actigraphy study,Dell’Acqua C.,Translational Psychiatry,2024-12-01,10.1038/s41398-024-02925-9,0,2024
Endothelial dysfunction and persistent inflammation in severe post-COVID-19 patients: implications for gas exchange,Alfaro E.,BMC Medicine,2024-12-01,10.1186/s12916-024-03461-5,0,2024
Prediction of compressive strength of high-performance concrete using optimization machine learning approaches with SHAP analysis,Islam M.M.,Journal of Building Pathology and Rehabilitation,2024-12-01,10.1007/s41024-024-00445-z,0,2024
"Improvement of absorbability, osteoconductivity, and strength of a β-tricalcium phosphate spacer for opening wedge high tibial osteotomy: clinical evaluations with 106 patients",Yamaguchi J.,BMC Musculoskeletal Disorders,2024-12-01,10.1186/s12891-024-07533-8,0,2024
Robust digital-twin airspace discretization and trajectory optimization for autonomous unmanned aerial vehicles,ElSayed M.,Scientific Reports,2024-12-01,10.1038/s41598-024-62421-4,0,2024
From poverty to prosperity: assessing of sustainable poverty reduction effect of “welfare-to-work” in Chinese counties,Lan F.,Humanities and Social Sciences Communications,2024-12-01,10.1057/s41599-024-03267-z,0,2024
A rare case of pheochromocytoma in a pregnant woman presenting with chest pain: extraordinary management,Ge T.,BMC Cardiovascular Disorders,2024-12-01,10.1186/s12872-024-03943-7,0,2024
Exploring the adaptability of TeachABI as an online professional development module for high school educators,Provvidenza C.F.,PEC Innovation,2024-12-01,10.1016/j.pecinn.2024.100299,0,2024
Synergistic effect between ohmic contacts and localized surface plasmon resonance for enhancing CO<inf>2</inf> photoreduction of BiOBr,Fan Z.,Separation and Purification Technology,2025-01-01,10.1016/j.seppur.2024.128230,0,2025
Investigating the confinement effects on masonry behavior based on friction interface,Ahmed H.A.,Scientific Reports,2024-12-01,10.1038/s41598-024-62237-2,0,2024
Fostering Learning from Errors—Computer-Based Adaptivity at the Transition Between Problem Solving and Explicit Instruction,Boomgaarden A.,Journal fur Mathematik-Didaktik,2024-12-01,10.1007/s13138-024-00232-w,0,2024
Cervical length screening among low-risk women; relationship of body mass index on cervical length and risk of preterm birth,Basri N.I.,BMC Pregnancy and Childbirth,2024-12-01,10.1186/s12884-024-06552-6,0,2024
Statistical analysis plan for the TRANSLATE (TRANSrectal biopsy versus Local Anaesthetic Transperineal biopsy Evaluation of potentially clinically significant prostate cancer) multicentre randomised controlled trial,Marian I.R.,Trials,2024-12-01,10.1186/s13063-024-08224-4,0,2024
Sex ratios in vocal ensembles affect perceptions of threat and belonging,Neuenswander K.L.,Scientific Reports,2024-12-01,10.1038/s41598-024-65535-x,0,2024
Equity in HIV/AIDS services requires optimization of mainstreaming sectors in Ethiopia,Endalamaw A.,BMC Public Health,2024-12-01,10.1186/s12889-024-19016-5,0,2024
"Evaluation of activities of daily living using an electronic version of the Longshi Scale in patients with stroke: reliability, consistency, and preference",Xue K.,BMC Medical Informatics and Decision Making,2024-12-01,10.1186/s12911-024-02508-0,0,2024
Emission control status and future perspectives of diesel trucks in China,Zhang S.,Journal of Environmental Sciences (China),2025-02-01,10.1016/j.jes.2023.06.010,2,2025
Selective depression of biodegradable talc depressant sodium carboxymethyl starch on molybdenite flotation with sodium diethyldithiocarbamate,Huangfu Z.,Separation and Purification Technology,2025-01-01,10.1016/j.seppur.2024.127950,0,2025
A case of renal sarcoidosis complicated by parotid gland and uterine lesions,Kitamoto S.,BMC Nephrology,2024-12-01,10.1186/s12882-024-03635-6,0,2024
"Black-white differences in chronic stress exposures to predict preterm birth: interpretable, race/ethnicity-specific machine learning model",Kim S.,BMC Pregnancy and Childbirth,2024-12-01,10.1186/s12884-024-06613-w,0,2024
Effectiveness of genetic feedback on alcohol metabolism to reduce alcohol consumption in young adults: an open-label randomized controlled trial,Owaki Y.,BMC Medicine,2024-12-01,10.1186/s12916-024-03422-y,0,2024
"Stability, enrichment, and quantification of total and HPV16-specific IgG present in first-void urine",Téblick L.,Scientific Reports,2024-12-01,10.1038/s41598-024-65257-0,0,2024
Complex management and descriptive cost analysis of kidney transplant candidates: a descriptive cross-sectional study,Pedreira-Robles G.,BMC Health Services Research,2024-12-01,10.1186/s12913-024-11200-y,0,2024
Correlation Between Morphological Traits and Vigor in Plum Seedlings,Rahmati M.,International Journal of Horticultural Science and Technology,2025-01-01,10.22059/ijhst.2024.366469.707,0,2025
"Combined effect of Poynting-Robertson (P-R) drag, oblateness and radiation on the triangular points in the elliptic restricted three-body problem",Singh J.,Scientific Reports,2024-12-01,10.1038/s41598-024-61935-1,0,2024
"Dissecting heritability, environmental risk, and air pollution causal effects using &gt; 50 million individuals in MarketScan",McGuire D.,Nature Communications,2024-12-01,10.1038/s41467-024-49566-6,0,2024
Genome-wide association study and expression of candidate genes for Fe and Zn concentration in sorghum grains,Thakur N.R.,Scientific Reports,2024-12-01,10.1038/s41598-024-63308-0,0,2024
"Maximising ecological value and assessing land suitability for sustainable grassland management in Asia’s largest tropical grassland, Western India",Dey R.,Scientific Reports,2024-12-01,10.1038/s41598-024-62775-9,0,2024
Energy intensity convergence among Chinese provinces: a Theil index decomposition analysis,Wang Y.,Discover Sustainability,2024-12-01,10.1007/s43621-024-00297-0,0,2024
"Magnitude and associated factors of thrombocytopenia, among pregnant women at Mizan Tepi university teaching hospital south west Ethiopia",Kebede S.S.,BMC Pregnancy and Childbirth,2024-12-01,10.1186/s12884-024-06609-6,0,2024
Change-point analysis for binomial autoregressive model with application to price stability counts,Sheng D.,Journal of Computational and Applied Mathematics,2024-12-01,10.1016/j.cam.2024.116079,0,2024
Energy Harvesting Fractal Antenna for Charging Low Power Devices,Hesham A.,Journal of Advanced Research in Applied Sciences and Engineering Technology,2025-01-01,10.37934/araset.43.1.211226,0,2025
Simultaneous assessment of blood flow and myelin content in the brain white matter with dynamic [11 C]PiB PET: a test-retest study in healthy controls,Yazdan-Panah A.,EJNMMI Research,2024-12-01,10.1186/s13550-024-01107-4,0,2024
Perception of motion salience shapes the emergence of collective motions,Xiao Y.,Nature Communications,2024-12-01,10.1038/s41467-024-49151-x,0,2024
A super-efficient gel adsorbent with over 1000 times the adsorption capacity of activated carbon,Hu M.,npj Clean Water,2024-12-01,10.1038/s41545-024-00347-0,0,2024
A scoping review of machine learning for sepsis prediction- feature engineering strategies and model performance: a step towards explainability,Bomrah S.,Critical Care,2024-12-01,10.1186/s13054-024-04948-6,0,2024
Inflammation at diagnosis and cognitive impairment two years later in breast cancer patients from the Canto-Cog study,Duivon M.,Breast Cancer Research,2024-12-01,10.1186/s13058-024-01850-5,0,2024
The limitless endophytes: their role as antifungal agents against top priority pathogens,Moussa A.Y.,Microbial Cell Factories,2024-12-01,10.1186/s12934-024-02411-3,0,2024
Neurodevelopmental delay in children exposed to maternal SARS-CoV-2 in-utero,Fajardo-Martinez V.,Scientific Reports,2024-12-01,10.1038/s41598-024-61918-2,0,2024
Unraveling motives: identifying the impact of university attendance motives on learning behaviors among dental students,Shin Y.,BMC Psychology,2024-12-01,10.1186/s40359-024-01846-y,0,2024
Acute lymphoblastic leukaemia,Pagliaro L.,Nature Reviews Disease Primers,2024-12-01,10.1038/s41572-024-00525-x,0,2024
How to diagnose GERC more effectively: reflections on post-reflux swallow-induced peristaltic wave index and mean nocturnal baseline impedance,Sha B.,BMC Pulmonary Medicine,2024-12-01,10.1186/s12890-024-03080-z,0,2024
Rapidly progressive cognitive impairment resulting in heavy psychosocial burden in a patient with Fabry disease undergoing hemodialysis: a case report,Ohsawa I.,BMC Nephrology,2024-12-01,10.1186/s12882-024-03624-9,0,2024
Nano silica’s role in regulating heavy metal uptake in Calendula officinalis,Samani M.,BMC Plant Biology,2024-12-01,10.1186/s12870-024-05311-1,0,2024
"Aquatic assessment of the chelating ability of Silica-stabilized magnetite nanocomposite to lead nitrate toxicity with emphasis to their impact on hepatorenal, oxidative stress, genotoxicity, histopathological, and bioaccumulation parameters in Oreochromis niloticus and Clarias gariepinus",Khalefa H.S.,BMC Veterinary Research,2024-12-01,10.1186/s12917-024-04094-9,0,2024
The Role of Folic Acid in Decreasing the Effects of Sodium Valproate on Brain and Placenta of Pregnant Mice,Aljuboury M.K.,Egyptian Journal of Veterinary Science(Egypt),2025-01-01,10.21608/EJVS.2024.266246.1811,0,2025
Vertebral HU value and the pectoral muscle index based on chest CT can be used to opportunistically screen for osteoporosis,Wang X.Y.,Journal of Orthopaedic Surgery and Research,2024-12-01,10.1186/s13018-024-04825-6,0,2024
"Correction: Activation of AMPK inhibits cervical cancer growth by hyperacetylation of H3K9 through PCAF (Cell Communication and Signaling, (2024), 22, 1, (306), 10.1186/s12964-024-01687-7)",Pan B.,Cell Communication and Signaling,2024-12-01,10.1186/s12964-024-01702-x,0,2024
"How effective is the BNT162b2 mRNA vaccine against SARS-CoV-2 transmission and infection? A national programme analysis in Monaco, July 2021 to September 2022",Althaus T.,BMC Medicine,2024-12-01,10.1186/s12916-024-03444-6,0,2024
Factors influencing menstrual regularity among female workers: a cross-sectional analysis study,Shim J.,BMC Women's Health,2024-12-01,10.1186/s12905-024-03142-8,0,2024
Effect of government expenditure on real economic growth in ECOWAS: assessing the moderating role of corruption and conflict,Okunlola O.C.,Humanities and Social Sciences Communications,2024-12-01,10.1057/s41599-024-03285-x,0,2024
Experimental and theoretical investigation of the influence of post-curing on mixed mode fracture properties of 3d-printed polymer samples,Bahrami B.,Scientific Reports,2024-12-01,10.1038/s41598-024-64136-y,0,2024
Transcriptome analysis of the Japanese eel (Anguilla japonica) during larval metamorphosis,Sudo R.,BMC Genomics,2024-12-01,10.1186/s12864-024-10459-z,0,2024
Geometric working volume of a satellite positive displacement machine,Sliwinski P.,Scientific Reports,2024-12-01,10.1038/s41598-024-61773-1,0,2024
Maternal periodontitis as a risk factor for preterm birth: A cross-sectional study,Gilani I.,"Journal of Dental Research, Dental Clinics, Dental Prospects",2024-12-01,10.34172/joddd.40860,0,2024
Development of machine learning models to predict perioperative blood transfusion in hip surgery,Zang H.,BMC Medical Informatics and Decision Making,2024-12-01,10.1186/s12911-024-02555-7,0,2024
3D transesophageal echocardiographic visualization of the pulmonary artery catheter through the tricuspid valve and their position relative to the tricuspid valve leaflets,Takada S.,JA Clinical Reports,2024-12-01,10.1186/s40981-024-00718-z,0,2024
MRI-based radiomics feature combined with tumor markers to predict TN staging of rectal cancer,Liu Z.,Journal of Robotic Surgery,2024-12-01,10.1007/s11701-024-01978-8,0,2024
Detection of IgG antibodies against the receptor binding domain of the spike protein and nucleocapsid of SARS-CoV-2 at university students from Southern Mexico: a cross-sectional study,Bailón-Cuenca J.A.,BMC Infectious Diseases,2024-12-01,10.1186/s12879-024-09435-5,0,2024
Alleviation of migraine related pain and anxiety by inhibiting calcium-stimulating AC1-dependent CGRP in the insula of adult rats,Li Y.,Journal of Headache and Pain,2024-12-01,10.1186/s10194-024-01778-3,0,2024
Anisotropic thermal conductivity of antigorite along slab subduction impacts seismicity of intermediate-depth earthquakes,Chien Y.H.,Nature Communications,2024-12-01,10.1038/s41467-024-49418-3,0,2024
Seroprevalence of SARS-CoV-2 and humoral immune responses to COVID-19 mRNA vaccines among people who use drugs - in the light of tailored mitigating strategies,Wüsthoff L.E.C.,Harm Reduction Journal,2024-12-01,10.1186/s12954-024-01023-9,0,2024
Blow-up of solutions to the wave equations with memory terms in Schwarzschild spacetime,Ming S.,Journal of Mathematical Analysis and Applications,2024-12-15,10.1016/j.jmaa.2024.128637,0,2024
A cross-tissue transcriptome-wide association study reveals novel susceptibility genes for migraine,Gui J.,Journal of Headache and Pain,2024-12-01,10.1186/s10194-024-01802-6,0,2024
Multiomics analysis of platelet-rich plasma promoting biological performance of mesenchymal stem cells,Dai P.,BMC Genomics,2024-12-01,10.1186/s12864-024-10329-8,0,2024
Reflect to interact – fostering medical students’ communication through reflection-focused e-learning,Janssen L.,BMC Medical Education,2024-12-01,10.1186/s12909-024-05368-4,0,2024
The circular bioeconomy: a driver for system integration,Schipfer F.,"Energy, Sustainability and Society",2024-12-01,10.1186/s13705-024-00461-4,0,2024
Scientific competence during medical education - insights from a cross-sectional study at a German Medical School,Vogt M.,BMC Medical Education,2024-12-01,10.1186/s12909-024-05470-7,0,2024
For a proper use of frequentist inferential statistics in public health,Rovetta A.,Global Epidemiology,2024-12-01,10.1016/j.gloepi.2024.100151,0,2024
Augmented microglial endoplasmic reticulum-mitochondria contacts mediate depression-like behavior in mice induced by chronic social defeat stress,Zhang J.R.,Nature Communications,2024-12-01,10.1038/s41467-024-49597-z,0,2024
Multinational proficiency tests for EGFR exon 20 insertions reveal that the assay design matters,Ihle M.A.,Scientific Reports,2024-12-01,10.1038/s41598-024-63821-2,0,2024
Development of multiplex polymerase chain reaction for the simultaneous detection of bovine mastitis-associated pathogens,Takam P.,Veterinary Integrative Sciences,2025-01-01,10.12982/VIS.2025.004,0,2025
Bio-oil modified binder derived from cotton stalks as an eco-friendly alternative binder for flexible pavements,Ullah S.,Scientific Reports,2024-12-01,10.1038/s41598-024-62652-5,0,2024
Torsional strength of reinforced concrete beams with incorporating agricultural waste ash,Krishnan A.,Journal of Building Pathology and Rehabilitation,2024-12-01,10.1007/s41024-024-00448-w,0,2024
The Naples prognostic score serves as a predictor and prognostic indicator for cancer survivors in the community,Liang C.,BMC Cancer,2024-12-01,10.1186/s12885-024-12448-7,0,2024
Increased stability of short femoral stem through customized distribution of coefficient of friction in porous coating,Solou K.,Scientific Reports,2024-12-01,10.1038/s41598-024-63077-w,0,2024
GO and surfactant assisted regulation of polyamide nanofiltration membranes for improved separation performance,Panagiotou F.,Separation and Purification Technology,2025-01-01,10.1016/j.seppur.2024.128220,0,2025
"Can't Boil, Won't Boil: Material Inequality, Information, and Disease Avoidance during a Typhoid Epidemic in Tampere, Finland, in 1916",Peltola J.,Social Science History,2024-12-14,10.1017/ssh.2023.34,0,2024
Harmonizing heterogeneous transcriptomics datasets for machine learning-based analysis to identify spaceflown murine liver-specific changes,Ilangovan H.,npj Microgravity,2024-12-01,10.1038/s41526-024-00379-3,0,2024
Enhancement of strength and ductile-brittle transition temperature of SA508 Gr.3 low-alloy steel by controlling heat accumulation in laser powder-directed energy deposition,Jeong W.,Journal of Materials Science and Technology,2024-12-10,10.1016/j.jmst.2024.02.042,1,2024
Learning and depicting lobe-based radiomics feature for COPD Severity staging in low-dose CT images,Zhao M.,BMC Pulmonary Medicine,2024-12-01,10.1186/s12890-024-03109-3,0,2024
The mediating effect of pregnancy adaptation between family support and maternal-fetal bonding: a cross-sectional study,Wu W.R.,BMC Nursing,2024-12-01,10.1186/s12912-024-02009-5,0,2024
Preparation and Characterization of Affordable Experimental Setup for Particulate Matter Sensing,Javadzadehkalkhoran M.,Sensing and Imaging,2024-12-01,10.1007/s11220-024-00479-0,0,2024
Metagenomic next-generation sequencing reveals co-infection with Legionella pneumophila and Fusobacterium necrophorum in a patient with severe pneumonia: a case report,Pan Y.,BMC Pulmonary Medicine,2024-12-01,10.1186/s12890-024-03097-4,0,2024
A thematic analysis of MDMA-related harm and harm reduction experiences and knowledge in Aotearoa New Zealand,Whelan J.,Harm Reduction Journal,2024-12-01,10.1186/s12954-024-01024-8,0,2024
Feature group partitioning: an approach for depression severity prediction with class balancing using machine learning algorithms,Shaha T.,BMC Medical Research Methodology,2024-12-01,10.1186/s12874-024-02249-8,0,2024
Genome mining of Lactiplantibacillus plantarum PA21: insights into its antimicrobial potential,Isaac S.L.,BMC Genomics,2024-12-01,10.1186/s12864-024-10451-7,0,2024
Enhancing colorectal cancer prevention: a national assessment of public awareness in Egypt,Yehia S.A.,BMC Public Health,2024-12-01,10.1186/s12889-024-18746-w,0,2024
Studying harms of interventions with an equity lens in randomized trials,Li T.,Trials,2024-12-01,10.1186/s13063-024-08239-x,0,2024
"A comprehensive correlation of the KI-67 proliferation index to patient´s, imaging and tumor features and its value in predicting long-term course of patients with newly diagnosed intracranial meningiomas",Wagle P.R.,Neurosurgical Review,2024-12-01,10.1007/s10143-024-02485-y,0,2024
The identification and treatment of alcohol problems in primary care (iTAPP) study: protocol for a stepped wedge cluster randomized control trial testing the 15-method in a primary care setting,Schøler P.N.,Addiction Science and Clinical Practice,2024-12-01,10.1186/s13722-024-00474-6,0,2024
Prevalence of intimate partner violence among Indian women and their determinants: a cross-sectional study from national family health survey – 5,Manna S.,BMC Women's Health,2024-12-01,10.1186/s12905-024-03204-x,0,2024
The Rapid ASKAP Continuum Survey V: Cataloguing the sky at 1 367.5 MHz and the second data release of RACS-mid,Duchesne S.W.,Publications of the Astronomical Society of Australia,2024-12-11,10.1017/pasa.2023.60,1,2024
"Optogenetic inhibition of the limbic corticothalamic circuit does not alter spontaneous oscillatory activity, auditory-evoked oscillations, and deviant detection",Gonzalez-Burgos I.,Scientific Reports,2024-12-01,10.1038/s41598-024-63036-5,0,2024
Evaluation and clinical significance of serum neurospecific enolase in children with pneumonia: a case-control study,Li T.,BMC Pediatrics,2024-12-01,10.1186/s12887-024-04852-6,0,2024
Predictive value of inflammatory markers for the spontaneous passage of Ureteral stones: a comprehensive systematic review with meta analysis,Bapir R.,Urolithiasis,2024-12-01,10.1007/s00240-024-01590-3,0,2024
A process evaluation of a randomized-controlled trial of community gardening to improve health behaviors and reduce stress and anxiety,Coringrato E.,Scientific Reports,2024-12-01,10.1038/s41598-024-63889-w,0,2024
“I’m not guarding the dungeon”: faculty members’ perspectives on contract cheating in the UAE,Aljanahi M.H.,International Journal for Educational Integrity,2024-12-01,10.1007/s40979-024-00156-5,0,2024
The impact of maternal intrahepatic cholestasis during pregnancy on the growth trajectory of offspring: a population-based nested case‒control cohort study,Li X.,BMC Pregnancy and Childbirth,2024-12-01,10.1186/s12884-024-06559-z,0,2024
Federated-learning-based prognosis assessment model for acute pulmonary thromboembolism,Zhou J.,BMC Medical Informatics and Decision Making,2024-12-01,10.1186/s12911-024-02543-x,0,2024
Image-based facial emotion recognition using convolutional neural network on emognition dataset,Agung E.S.,Scientific Reports,2024-12-01,10.1038/s41598-024-65276-x,0,2024
"Factors associated with changes in the quality of life and family functioning scores of primary caregivers of children and young people with primary brain tumors in Karachi, Pakistan: a prospective cohort study",Zahid N.,BMC Pediatrics,2024-12-01,10.1186/s12887-024-04867-z,0,2024
The mayo adhesive probability score predicts postoperative fever and sepsis in retrograde intrarenal surgery,Hsieh T.Y.,Urolithiasis,2024-12-01,10.1007/s00240-024-01586-z,0,2024
Neuromuscular electrical stimulation to combat cognitive aging in people with spinal cord injury: protocol for a single case experimental design study,Vints W.A.J.,BMC Neurology,2024-12-01,10.1186/s12883-024-03699-9,0,2024
18-month longitudinal SARS COV-2 neutralizing antibody dynamics in haemodialysis patients receiving heterologous 3-dose vaccination (AZD-1222- AZD-1222- BNT162b2) in a lower middle income setting,Karunathilake R.P.,BMC Nephrology,2024-12-01,10.1186/s12882-024-03599-7,0,2024
"Ozonolysis of ketoprofen in polluted water: Reaction pathways, kinetics, removal efficiency, and health effects",Mei Q.,Journal of Environmental Sciences (China),2025-01-01,10.1016/j.jes.2023.10.029,0,2025
A scoping review on how generative artificial intelligence transforms assessment in higher education,Xia Q.,International Journal of Educational Technology in Higher Education,2024-12-01,10.1186/s41239-024-00468-z,0,2024
Outcomes of home design to support healthy cognitive ageing: modified e-Delphi exercise with older people and housing-related professionals,Bowes A.,BMC Geriatrics,2024-12-01,10.1186/s12877-024-05085-z,0,2024
Endoscopic lipofilling for velopharyngeal insufficiency after transoral surgery: a technical note,Frassanito P.,Acta Neurochirurgica,2024-12-01,10.1007/s00701-024-06160-5,0,2024
Quantitative examination of factors influencing the colour reproduction ability of lithium disilicate glass-ceramics,Saláta J.,BMC Oral Health,2024-12-01,10.1186/s12903-024-04429-w,0,2024
Glycine by enteral route does not improve major clinical outcomes in severe COVID-19: a randomized clinical pilot trial,Vargas M.H.,Scientific Reports,2024-12-01,10.1038/s41598-024-62321-7,0,2024
Identification of low-value practices susceptible to gender bias in primary care setting,Pérez-Jover V.,BMC Primary Care,2024-12-01,10.1186/s12875-024-02456-8,0,2024
Delayed reconstruction of the combat-related mandibular defects with non-vascularized iliac crest grafts: Defining the optimal conditions for a positive outcome in the retrospective study,Osmanov B.,"Journal of Stomatology, Oral and Maxillofacial Surgery",2024-12-01,10.1016/j.jormas.2024.101794,1,2024
The effect of subsidies on tecnical efficiency of Algerian agricultural sector: using stochastic frontier model (SFA),Moulay Ali H.,Discover Sustainability,2024-12-01,10.1007/s43621-024-00281-8,0,2024
A process evaluation of a randomized-controlled trial of community gardening to improve health behaviors and reduce stress and anxiety,Coringrato E.,Scientific Reports,2024-12-01,10.1038/s41598-024-63889-w,0,2024
Delayed plasma kallikrein inhibition fosters post-stroke recovery by reducing thrombo-inflammation,Haupeltshofer S.,Journal of Neuroinflammation,2024-12-01,10.1186/s12974-024-03149-w,0,2024
Deep learning system for malignancy risk prediction in cystic renal lesions: a multicenter study,He Q.H.,Insights into Imaging,2024-12-01,10.1186/s13244-024-01700-0,0,2024
Risk factors for subsequent suicidal acts among 12–25-year-old high-risk callers to a suicide prevention hotline in China: a longitudinal study,Wu J.,Child and Adolescent Psychiatry and Mental Health,2024-12-01,10.1186/s13034-024-00765-5,0,2024
"Correction: Circ-ZEB1 promotes PIK3CA expression by silencing miR-199a-3p and affects the proliferation and apoptosis of hepatocellular carcinoma (Molecular Cancer, (2022), 21, 1, (72), 10.1186/s12943-022-01529-5)",Liu W.,Molecular Cancer,2024-12-01,10.1186/s12943-024-02036-5,0,2024
3D transesophageal echocardiographic visualization of the pulmonary artery catheter through the tricuspid valve and their position relative to the tricuspid valve leaflets,Takada S.,JA Clinical Reports,2024-12-01,10.1186/s40981-024-00718-z,0,2024
Psychological Disorders among the Indonesian Healthcare Workers during the Ongoing COVID-19 Pandemic (2020),Prakoso D.A.,Journal of Occupational Health and Epidemiology,2024-12-01,10.61186/johe.13.1.41,0,2024
Associations of ethylene oxide exposure with depression in American adults,Wang M.,Scientific Reports,2024-12-01,10.1038/s41598-024-64908-6,0,2024
Validation and application of computer vision algorithms for video-based tremor analysis,Friedrich M.U.,npj Digital Medicine,2024-12-01,10.1038/s41746-024-01153-1,0,2024
Plasma d-asparagine and the d/l-serine ratio reflect chronic kidney diseases in children regardless of physique,Morishita T.,Amino Acids,2024-12-01,10.1007/s00726-024-03400-x,0,2024
Ecological drivers of ultraviolet colour evolution in snakes,Crowell H.L.,Nature Communications,2024-12-01,10.1038/s41467-024-49506-4,0,2024
Caries preventing efficacy of new Isomalt-containing mouthrinse formulations: a microbial study,Amaechi B.T.,BDJ Open,2024-12-01,10.1038/s41405-024-00241-4,0,2024
Online communication skill training of patients with cancer: A test of the behavioral intention predictive framework for communication skills,Roter D.L.,PEC Innovation,2024-12-01,10.1016/j.pecinn.2024.100291,0,2024
Effectiveness of home treatment in children and adolescents with psychiatric disorders—systematic review and meta-analysis,Graf D.,BMC Medicine,2024-12-01,10.1186/s12916-024-03448-2,0,2024
A multi-institutional machine learning algorithm for prognosticating facial nerve injury following microsurgical resection of vestibular schwannoma,Heman-Ackah S.M.,Scientific Reports,2024-12-01,10.1038/s41598-024-63161-1,0,2024
Development and validation of a social alienation predictive model for older maintenance hemodialysis patients based on latent profile analysis—a cross-sectional study,Wang G.,BMC Geriatrics,2024-12-01,10.1186/s12877-024-05116-9,0,2024
Psychosocial interventions for depression among young people in Sub-Saharan Africa: a systematic review and meta-analysis,Olisaeloka L.,International Journal of Mental Health Systems,2024-12-01,10.1186/s13033-024-00642-w,0,2024
Association between junk food consumption and mental health problems in adults: a systematic review and meta-analysis,Ejtahed H.S.,BMC Psychiatry,2024-12-01,10.1186/s12888-024-05889-8,0,2024
Dry eye and decreased tear film stability in primary acquired nasolacrimal duct obstruction patients,Yu X.,International Ophthalmology,2024-12-01,10.1007/s10792-024-03204-8,0,2024
From conflict to harmony: changing conceptual ecology of evolution acceptance of muslim students after dialogue in science and religion,Saefi M.,Evolution: Education and Outreach,2024-12-01,10.1186/s12052-024-00199-9,0,2024
Bayesian genome-wide TWAS with reference transcriptomic data of brain and blood tissues identified 141 risk genes for Alzheimer’s disease dementia,Guo S.,Alzheimer's Research and Therapy,2024-12-01,10.1186/s13195-024-01488-7,0,2024
Ultra-high selective removal of Congo red and Ciprofloxacin using unusual LDO modified biochar: Influence of emerging pollutants and application attempts,Yu Z.,Separation and Purification Technology,2025-01-01,10.1016/j.seppur.2024.128108,0,2025
The question of screening organ donors for hepatitis e virus: a case report of transmission by kidney transplantation in France and a review of the literature,Solignac J.,Virology Journal,2024-12-01,10.1186/s12985-024-02401-2,0,2024
Mapping of spastic muscle activity after stroke: difference between passive stretch and active contraction,Xie T.,Journal of NeuroEngineering and Rehabilitation,2024-12-01,10.1186/s12984-024-01376-z,0,2024
Efficacy of Gonadotropin Releasing Hormone on Puberty in Iraqi Awassi Cross Breed Ewe Lambs,Alrawy I.Y.,Egyptian Journal of Veterinary Science(Egypt),2025-01-01,10.21608/EJVS.2024.262822.1782,0,2025
Predictive value of sarcopenia components for all-cause mortality: findings from population-based cohorts,Westbury L.D.,Aging Clinical and Experimental Research,2024-12-01,10.1007/s40520-024-02783-x,0,2024
"Influenza A, Influenza B, human respiratory syncytial virus and SARSCoV-2 molecular diagnostics and epidemiology in the post COVID-19 era",Luštrek M.,Respiratory Research,2024-12-01,10.1186/s12931-024-02862-7,0,2024
Mediterranean diet as a strategy for preserving kidney function in patients with coronary heart disease with type 2 diabetes and obesity: a secondary analysis of CORDIOPREV randomized controlled trial,Podadera-Herreros A.,Nutrition and Diabetes,2024-12-01,10.1038/s41387-024-00285-3,0,2024
Association between oxidative balance score and kidney stones: data from the national health and nutrition examination survey (NHANES),Song R.,BMC Nephrology,2024-12-01,10.1186/s12882-024-03607-w,0,2024
Vulnerability factors of snake bite patients in China,Hao W.,BMC Public Health,2024-12-01,10.1186/s12889-024-19169-3,0,2024
An experimental study of foam-oil interactions for nonionic-based binary surfactant systems under high salinity conditions,Bello A.,Scientific Reports,2024-12-01,10.1038/s41598-024-62610-1,1,2024
Dissecting hair breakage in alopecia areata: the central role of dysregulated cysteine homeostasis,Xu W.,Amino Acids,2024-12-01,10.1007/s00726-024-03395-5,0,2024
